entrant_level,campus,fall_term,count_category,ethnicity,n
freshman,Davis,2024,admits,International,9419
freshman,Davis,2025,admits,International,11700
freshman,Davis,2017,enrollees,African American,190
freshman,Davis,2018,enrollees,African American,221
freshman,Davis,2019,enrollees,African American,209
freshman,Davis,2020,enrollees,African American,207
freshman,Davis,2021,enrollees,African American,230
freshman,Davis,2022,enrollees,African American,165
freshman,Davis,2023,enrollees,African American,234
freshman,Davis,2024,enrollees,African American,274
freshman,Davis,2025,enrollees,African American,273
freshman,Davis,2017,enrollees,American Indian,24
freshman,Davis,2018,enrollees,American Indian,28
freshman,Davis,2019,enrollees,American Indian,22
freshman,Davis,2020,enrollees,American Indian,23
freshman,Davis,2021,enrollees,American Indian,17
freshman,Davis,2022,enrollees,American Indian,29
freshman,Davis,2023,enrollees,American Indian,30
freshman,Davis,2024,enrollees,American Indian,38
freshman,Davis,2025,enrollees,American Indian,37
freshman,Davis,2017,enrollees,Asian,1640
freshman,Davis,2018,enrollees,Asian,1974
freshman,Davis,2019,enrollees,Asian,2095
freshman,Davis,2020,enrollees,Asian,2056
freshman,Davis,2021,enrollees,Asian,2534
freshman,Davis,2022,enrollees,Asian,2441
freshman,Davis,2023,enrollees,Asian,2349
freshman,Davis,2024,enrollees,Asian,2350
freshman,Davis,2025,enrollees,Asian,2298
freshman,Davis,2017,enrollees,Hispanic/Latino(a),1415
freshman,Davis,2018,enrollees,Hispanic/Latino(a),1549
freshman,Davis,2019,enrollees,Hispanic/Latino(a),1465
freshman,Davis,2020,enrollees,Hispanic/Latino(a),1470
freshman,Davis,2021,enrollees,Hispanic/Latino(a),1639
freshman,Davis,2022,enrollees,Hispanic/Latino(a),1311
freshman,Davis,2023,enrollees,Hispanic/Latino(a),1663
freshman,Davis,2024,enrollees,Hispanic/Latino(a),1769
freshman,Davis,2025,enrollees,Hispanic/Latino(a),1860
freshman,Davis,2017,enrollees,Pacific Islander,20
freshman,Davis,2018,enrollees,Pacific Islander,21
freshman,Davis,2019,enrollees,Pacific Islander,30
freshman,Davis,2020,enrollees,Pacific Islander,19
freshman,Davis,2021,enrollees,Pacific Islander,24
freshman,Davis,2022,enrollees,Pacific Islander,19
freshman,Davis,2023,enrollees,Pacific Islander,18
freshman,Davis,2024,enrollees,Pacific Islander,16
freshman,Davis,2025,enrollees,Pacific Islander,20
freshman,Davis,2017,enrollees,White,1168
freshman,Davis,2018,enrollees,White,1231
freshman,Davis,2019,enrollees,White,1230
freshman,Davis,2020,enrollees,White,1145
freshman,Davis,2021,enrollees,White,1429
freshman,Davis,2022,enrollees,White,1196
freshman,Davis,2023,enrollees,White,1171
freshman,Davis,2024,enrollees,White,1095
freshman,Davis,2025,enrollees,White,1200
freshman,Davis,2017,enrollees,Unknown,118
freshman,Davis,2018,enrollees,Unknown,139
freshman,Davis,2019,enrollees,Unknown,127
freshman,Davis,2020,enrollees,Unknown,146
freshman,Davis,2021,enrollees,Unknown,188
freshman,Davis,2022,enrollees,Unknown,173
freshman,Davis,2023,enrollees,Unknown,143
freshman,Davis,2024,enrollees,Unknown,157
freshman,Davis,2025,enrollees,Unknown,165
freshman,Davis,2017,enrollees,International,1293
freshman,Davis,2018,enrollees,International,1230
freshman,Davis,2019,enrollees,International,779
freshman,Davis,2020,enrollees,International,1078
freshman,Davis,2021,enrollees,International,1421
freshman,Davis,2022,enrollees,International,1065
freshman,Davis,2023,enrollees,International,970
freshman,Davis,2024,enrollees,International,1068
freshman,Davis,2025,enrollees,International,952
freshman,Irvine,2017,applicants,African American,3641
freshman,Irvine,2018,applicants,African American,4236
freshman,Irvine,2019,applicants,African American,4052
freshman,Irvine,2020,applicants,African American,4409
freshman,Irvine,2021,applicants,African American,5310
freshman,Irvine,2022,applicants,African American,5680
freshman,Irvine,2023,applicants,African American,5740
freshman,Irvine,2024,applicants,African American,5983
freshman,Irvine,2025,applicants,African American,5723
freshman,Irvine,2017,applicants,American Indian,318
freshman,Irvine,2018,applicants,American Indian,337
freshman,Irvine,2019,applicants,American Indian,272
freshman,Irvine,2020,applicants,American Indian,327
freshman,Irvine,2021,applicants,American Indian,308
freshman,Irvine,2022,applicants,American Indian,452
freshman,Irvine,2023,applicants,American Indian,486
freshman,Irvine,2024,applicants,American Indian,517
freshman,Irvine,2025,applicants,American Indian,468
freshman,Irvine,2017,applicants,Asian,26630
freshman,Irvine,2018,applicants,Asian,30657
freshman,Irvine,2019,applicants,Asian,31119
freshman,Irvine,2020,applicants,Asian,31849
freshman,Irvine,2021,applicants,Asian,36001
freshman,Irvine,2022,applicants,Asian,40621
freshman,Irvine,2023,applicants,Asian,41582
freshman,Irvine,2024,applicants,Asian,42066
freshman,Irvine,2025,applicants,Asian,42962
freshman,Irvine,2017,applicants,Hispanic/Latino(a),24073
freshman,Irvine,2018,applicants,Hispanic/Latino(a),26673
freshman,Irvine,2019,applicants,Hispanic/Latino(a),26542
freshman,Irvine,2020,applicants,Hispanic/Latino(a),27766
freshman,Irvine,2021,applicants,Hispanic/Latino(a),29046
freshman,Irvine,2022,applicants,Hispanic/Latino(a),31966
freshman,Irvine,2023,applicants,Hispanic/Latino(a),33262
freshman,Irvine,2024,applicants,Hispanic/Latino(a),33618
freshman,Irvine,2025,applicants,Hispanic/Latino(a),32887
freshman,Irvine,2017,applicants,Pacific Islander,203
freshman,Irvine,2018,applicants,Pacific Islander,218
freshman,Irvine,2019,applicants,Pacific Islander,217
freshman,Irvine,2020,applicants,Pacific Islander,222
freshman,Irvine,2021,applicants,Pacific Islander,246
freshman,Irvine,2022,applicants,Pacific Islander,256
freshman,Irvine,2023,applicants,Pacific Islander,262
freshman,Irvine,2024,applicants,Pacific Islander,240
freshman,Irvine,2025,applicants,Pacific Islander,246
freshman,Irvine,2017,applicants,White,12246
freshman,Irvine,2018,applicants,White,13025
freshman,Irvine,2019,applicants,White,13135
freshman,Irvine,2020,applicants,White,13346
freshman,Irvine,2021,applicants,White,16187
freshman,Irvine,2022,applicants,White,17439
freshman,Irvine,2023,applicants,White,17677
freshman,Irvine,2024,applicants,White,17107
freshman,Irvine,2025,applicants,White,16519
freshman,Irvine,2017,applicants,Unknown,2029
freshman,Irvine,2018,applicants,Unknown,2409
freshman,Irvine,2019,applicants,Unknown,2158
freshman,Irvine,2020,applicants,Unknown,2555
freshman,Irvine,2021,applicants,Unknown,2628
freshman,Irvine,2022,applicants,Unknown,2718
freshman,Irvine,2023,applicants,Unknown,2907
freshman,Irvine,2024,applicants,Unknown,3833
freshman,Irvine,2025,applicants,Unknown,3831
freshman,Irvine,2017,applicants,International,15952
freshman,Irvine,2018,applicants,International,17504
freshman,Irvine,2019,applicants,International,18070
freshman,Irvine,2020,applicants,International,17464
freshman,Irvine,2021,applicants,International,18217
freshman,Irvine,2022,applicants,International,20062
freshman,Irvine,2023,applicants,International,19185
freshman,Irvine,2024,applicants,International,19335
freshman,Irvine,2025,applicants,International,21587
freshman,Irvine,2017,admits,African American,876
freshman,Irvine,2018,admits,African American,998
freshman,Irvine,2019,admits,African American,769
freshman,Irvine,2020,admits,African American,828
freshman,Irvine,2021,admits,African American,1492
freshman,Irvine,2022,admits,African American,1178
freshman,Irvine,2023,admits,African American,1206
freshman,Irvine,2024,admits,African American,1234
freshman,Irvine,2025,admits,African American,1215
freshman,Irvine,2017,admits,American Indian,103
freshman,Irvine,2018,admits,American Indian,84
freshman,Irvine,2019,admits,American Indian,60
freshman,Irvine,2020,admits,American Indian,80
freshman,Irvine,2021,admits,American Indian,199
freshman,Irvine,2022,admits,American Indian,295
freshman,Irvine,2023,admits,American Indian,251
freshman,Irvine,2024,admits,American Indian,232
freshman,Irvine,2025,admits,American Indian,166
freshman,Irvine,2017,admits,Asian,11294
freshman,Irvine,2018,admits,Asian,9979
freshman,Irvine,2019,admits,Asian,8892
freshman,Irvine,2020,admits,Asian,11201
freshman,Irvine,2021,admits,Asian,10525
freshman,Irvine,2022,admits,Asian,9421
freshman,Irvine,2023,admits,Asian,11731
freshman,Irvine,2024,admits,Asian,12666
freshman,Irvine,2025,admits,Asian,13047
freshman,Irvine,2017,admits,Hispanic/Latino(a),5870
freshman,Irvine,2018,admits,Hispanic/Latino(a),4924
freshman,Irvine,2019,admits,Hispanic/Latino(a),4426
freshman,Irvine,2020,admits,Hispanic/Latino(a),4570
freshman,Irvine,2021,admits,Hispanic/Latino(a),6288
freshman,Irvine,2022,admits,Hispanic/Latino(a),5590
freshman,Irvine,2023,admits,Hispanic/Latino(a),6094
freshman,Irvine,2024,admits,Hispanic/Latino(a),6722
freshman,Irvine,2025,admits,Hispanic/Latino(a),6127
freshman,Irvine,2017,admits,Pacific Islander,60
freshman,Irvine,2018,admits,Pacific Islander,53
freshman,Irvine,2019,admits,Pacific Islander,46
freshman,Irvine,2020,admits,Pacific Islander,55
freshman,Irvine,2021,admits,Pacific Islander,68
freshman,Irvine,2022,admits,Pacific Islander,44
freshman,Irvine,2023,admits,Pacific Islander,52
freshman,Irvine,2024,admits,Pacific Islander,56
freshman,Irvine,2025,admits,Pacific Islander,72
freshman,Irvine,2017,admits,White,4805
freshman,Irvine,2018,admits,White,3714
freshman,Irvine,2019,admits,White,3201
freshman,Irvine,2020,admits,White,3966
freshman,Irvine,2021,admits,White,4866
freshman,Irvine,2022,admits,White,3729
freshman,Irvine,2023,admits,White,4585
freshman,Irvine,2024,admits,White,4633
freshman,Irvine,2025,admits,White,4540
freshman,Irvine,2017,admits,Unknown,867
freshman,Irvine,2018,admits,Unknown,831
freshman,Irvine,2019,admits,Unknown,657
freshman,Irvine,2020,admits,Unknown,887
freshman,Irvine,2021,admits,Unknown,858
freshman,Irvine,2022,admits,Unknown,707
freshman,Irvine,2023,admits,Unknown,940
freshman,Irvine,2024,admits,Unknown,1339
freshman,Irvine,2025,admits,Unknown,1470
freshman,Irvine,2017,admits,International,7188
freshman,Irvine,2018,admits,International,6752
freshman,Irvine,2019,admits,International,7309
freshman,Irvine,2020,admits,International,7714
freshman,Irvine,2021,admits,International,6813
freshman,Irvine,2022,admits,International,4244
freshman,Irvine,2023,admits,International,6097
freshman,Irvine,2024,admits,International,8163
freshman,Irvine,2025,admits,International,9021
freshman,Irvine,2017,enrollees,African American,212
freshman,Irvine,2018,enrollees,African American,260
freshman,Irvine,2019,enrollees,African American,181
freshman,Irvine,2020,enrollees,African American,157
freshman,Irvine,2021,enrollees,African American,332
freshman,Irvine,2022,enrollees,African American,263
freshman,Irvine,2023,enrollees,African American,254
freshman,Irvine,2024,enrollees,African American,240
freshman,Irvine,2025,enrollees,African American,261
freshman,Irvine,2017,enrollees,American Indian,9
freshman,Irvine,2018,enrollees,American Indian,16
freshman,Irvine,2019,enrollees,American Indian,12
freshman,Irvine,2020,enrollees,American Indian,15
freshman,Irvine,2021,enrollees,American Indian,52
freshman,Irvine,2022,enrollees,American Indian,98
freshman,Irvine,2023,enrollees,American Indian,60
freshman,Irvine,2024,enrollees,American Indian,52
freshman,Irvine,2025,enrollees,American Indian,29
freshman,Irvine,2017,enrollees,Asian,2622
freshman,Irvine,2018,enrollees,Asian,2335
freshman,Irvine,2019,enrollees,Asian,2370
freshman,Irvine,2020,enrollees,Asian,2657
freshman,Irvine,2021,enrollees,Asian,2384
freshman,Irvine,2022,enrollees,Asian,2394
freshman,Irvine,2023,enrollees,Asian,2918
freshman,Irvine,2024,enrollees,Asian,2729
freshman,Irvine,2025,enrollees,Asian,2722
freshman,Irvine,2017,enrollees,Hispanic/Latino(a),1671
freshman,Irvine,2018,enrollees,Hispanic/Latino(a),1330
freshman,Irvine,2019,enrollees,Hispanic/Latino(a),1577
freshman,Irvine,2020,enrollees,Hispanic/Latino(a),1190
freshman,Irvine,2021,enrollees,Hispanic/Latino(a),1935
freshman,Irvine,2022,enrollees,Hispanic/Latino(a),1612
freshman,Irvine,2023,enrollees,Hispanic/Latino(a),1681
freshman,Irvine,2024,enrollees,Hispanic/Latino(a),1692
freshman,Irvine,2025,enrollees,Hispanic/Latino(a),1450
freshman,Irvine,2017,enrollees,Pacific Islander,10
freshman,Irvine,2018,enrollees,Pacific Islander,13
freshman,Irvine,2019,enrollees,Pacific Islander,17
freshman,Irvine,2020,enrollees,Pacific Islander,11
freshman,Irvine,2021,enrollees,Pacific Islander,14
freshman,Irvine,2022,enrollees,Pacific Islander,7
freshman,Irvine,2023,enrollees,Pacific Islander,13
freshman,Irvine,2024,enrollees,Pacific Islander,6
freshman,Irvine,2025,enrollees,Pacific Islander,16
freshman,Irvine,2017,enrollees,White,732
freshman,Irvine,2018,enrollees,White,589
freshman,Irvine,2019,enrollees,White,642
freshman,Irvine,2020,enrollees,White,644
freshman,Irvine,2021,enrollees,White,742
freshman,Irvine,2022,enrollees,White,596
freshman,Irvine,2023,enrollees,White,759
freshman,Irvine,2024,enrollees,White,704
freshman,Irvine,2025,enrollees,White,672
freshman,Irvine,2017,enrollees,Unknown,119
freshman,Irvine,2018,enrollees,Unknown,131
freshman,Irvine,2019,enrollees,Unknown,96
freshman,Irvine,2020,enrollees,Unknown,112
freshman,Irvine,2021,enrollees,Unknown,113
freshman,Irvine,2022,enrollees,Unknown,96
freshman,Irvine,2023,enrollees,Unknown,171
freshman,Irvine,2024,enrollees,Unknown,164
freshman,Irvine,2025,enrollees,Unknown,177
freshman,Irvine,2017,enrollees,International,1170
freshman,Irvine,2018,enrollees,International,1119
freshman,Irvine,2019,enrollees,International,1174
freshman,Irvine,2020,enrollees,International,979
freshman,Irvine,2021,enrollees,International,917
freshman,Irvine,2022,enrollees,International,598
freshman,Irvine,2023,enrollees,International,940
freshman,Irvine,2024,enrollees,International,1149
freshman,Irvine,2025,enrollees,International,1096
freshman,Los Angeles,2017,applicants,African American,5826
freshman,Los Angeles,2018,applicants,African American,6658
freshman,Los Angeles,2019,applicants,African American,6308
freshman,Los Angeles,2020,applicants,African American,6119
freshman,Los Angeles,2021,applicants,African American,9048
freshman,Los Angeles,2022,applicants,African American,9417
freshman,Los Angeles,2023,applicants,African American,8899
freshman,Los Angeles,2024,applicants,African American,9078
freshman,Los Angeles,2025,applicants,African American,8402
freshman,Los Angeles,2017,applicants,American Indian,514
freshman,Los Angeles,2018,applicants,American Indian,517
freshman,Los Angeles,2019,applicants,American Indian,451
freshman,Los Angeles,2020,applicants,American Indian,456
freshman,Los Angeles,2021,applicants,American Indian,533
freshman,Los Angeles,2022,applicants,American Indian,732
freshman,Los Angeles,2023,applicants,American Indian,749
freshman,Los Angeles,2024,applicants,American Indian,753
freshman,Los Angeles,2025,applicants,American Indian,658
freshman,Los Angeles,2017,applicants,Asian,29149
freshman,Los Angeles,2018,applicants,Asian,33818
freshman,Los Angeles,2019,applicants,Asian,34449
freshman,Los Angeles,2020,applicants,Asian,34391
freshman,Los Angeles,2021,applicants,Asian,41921
freshman,Los Angeles,2022,applicants,Asian,46813
freshman,Los Angeles,2023,applicants,Asian,46511
freshman,Los Angeles,2024,applicants,Asian,46521
freshman,Los Angeles,2025,applicants,Asian,47054
freshman,Los Angeles,2017,applicants,Hispanic/Latino(a),23111
freshman,Los Angeles,2018,applicants,Hispanic/Latino(a),25635
freshman,Los Angeles,2019,applicants,Hispanic/Latino(a),24788
freshman,Los Angeles,2020,applicants,Hispanic/Latino(a),24259
freshman,Los Angeles,2021,applicants,Hispanic/Latino(a),32417
freshman,Los Angeles,2022,applicants,Hispanic/Latino(a),35425
freshman,Los Angeles,2023,applicants,Hispanic/Latino(a),35552
freshman,Los Angeles,2024,applicants,Hispanic/Latino(a),36146
freshman,Los Angeles,2025,applicants,Hispanic/Latino(a),34075
freshman,Los Angeles,2017,applicants,Pacific Islander,270
freshman,Los Angeles,2018,applicants,Pacific Islander,285
freshman,Los Angeles,2019,applicants,Pacific Islander,258
freshman,Los Angeles,2020,applicants,Pacific Islander,248
freshman,Los Angeles,2021,applicants,Pacific Islander,335
freshman,Los Angeles,2022,applicants,Pacific Islander,334
freshman,Los Angeles,2023,applicants,Pacific Islander,312
freshman,Los Angeles,2024,applicants,Pacific Islander,311
freshman,Los Angeles,2025,applicants,Pacific Islander,325
